001	0	0	00000	00000	0	0	0	0	0	1
002	0	0	00000	00000	0	0	1	0	0	1
003	30	150	00000	00000	0	180	1	0	0	0
004	-30	150	00000	00000	0	120	1	0	0	0
005	-150	30	00000	00000	0	-120	1	1	0	0
006	30	-150	00000	00000	0	-120	1	1	0	0
007	150	-30	00000	00000	0	120	1	0	0	0
008	-30	-150	00000	00000	0	-180	1	1	0	0
009	120	-120	00000	00000	0	0	1	0	0	1
010	-120	120	00000	00000	0	0	1	0	0	1
011	2147483600	2147483600	00000	00000	0	0	0	1	1	0
012	-2147483600	-2147483600	00000	00000	0	0	0	0	1	0
013	0	0	00001	00000	0	0	1	0	0	1
014	30	150	00001	00000	0	-120	1	1	0	0
015	-30	150	00001	00000	0	-180	1	1	0	0
016	-150	30	00001	00000	0	-180	1	1	0	0
017	30	-150	00001	00000	0	180	1	0	0	0
018	150	-30	00001	00000	0	180	1	0	0	0
019	-30	-150	00001	00000	0	120	1	0	0	0
020	120	120	00001	00000	0	0	1	0	0	1
021	-120	-120	00001	00000	0	0	1	0	0	1
022	2147483600	-2147483600	00001	00000	0	0	0	1	1	0
023	-2147483600	2147483600	00001	00000	0	0	0	0	1	0
024	-2147483600	49	00001	00000	0	0	0	0	1	0
025	-2147483600	48	00001	00000	0	0	0	1	0	0
026	0	0	00010	00000	0	0	1	0	0	1
027	12	53	00010	00000	0	636	1	0	0	0
028	-12	53	00010	00000	0	-636	1	1	0	0
029	12	-53	00010	00000	0	-636	1	1	0	0
030	-12	-53	00010	00000	0	636	1	0	0	0
031	12	0	00010	00000	0	0	1	0	0	1
032	0	12	00010	00000	0	0	1	0	0	1
033	32768	1	00010	00000	0	0	1	0	1	1
034	65536	1	00010	00000	0	0	1	0	1	1
035	32769	1	00010	00000	0	1	1	0	1	0
036	65537	1	00010	00000	0	1	1	0	1	0
037	-32768	1	00010	00000	0	-32768	1	1	0	0
038	-32769	1	00010	00000	0	-1	1	1	1	0
039	-32770	1	00010	00000	0	-2	1	1	1	0
040	32768	1	00010	00000	0	0	1	0	1	1
041	32769	1	00010	00000	0	1	1	0	1	0
042	512	500	00010	00000	0	256000	1	0	0	0
043	-512	500	00010	00000	0	-256000	1	1	0	0
044	500	-512	00010	00000	0	-256000	1	1	0	0
045	-500	-512	00010	00000	0	256000	1	0	0	0
046	50000	80000	00010	00000	0	0	0	0	1	0
047	-50000	80000	00010	00000	0	0	0	1	1	0
048	50000	-80000	00010	00000	0	0	0	1	1	0
049	-50000	-80000	00010	00000	0	0	0	0	1	0
079	100	200	00101	00000	0	64	1	0	0	0
080	1431655765	-1431655766	00101	00000	0	0	1	0	0	1
081	-1431655766	1431655765	00101	00000	0	0	1	0	0	1
082	-1	0	00101	00000	0	0	1	0	0	1
083	0	-1	00101	00000	0	0	1	0	0	1
084	-1	2554	00101	00000	0	2554	1	0	0	0
085	2554	-1	00101	00000	0	2554	1	0	0	0
086	1431655765	-1431655766	00110	00000	0	-1	1	1	0	0
087	-1431655766	1431655765	00110	00000	0	-1	1	1	0	0
088	100	200	00110	00000	0	236	1	0	0	0
089	200	100	00110	00000	0	236	1	0	0	0
090	-1	2554	00110	00000	0	-1	1	1	0	0
091	2554	-1	00110	00000	0	-1	1	1	0	0
092	0	0	00110	00000	0	0	1	0	0	1
093	1	1	00111	00000	0	0	1	0	0	1
094	65554785	28547770	00111	00000	0	39572443	1	0	0	0
095	28547770	28547770	00111	00000	0	0	1	0	0	1
096	1431655765	-1431655766	00111	00000	0	-1	1	1	0	0
097	0	0	00111	00000	0	0	1	0	0	1
098	1	55555	01000	00000	0	-2	1	1	0	0
099	0	55555	01000	00000	0	-1	1	1	0	0
100	2554	55555	01000	00000	0	-2555	1	1	0	0
101	-2555	55555	01000	00000	0	2554	1	0	0	0
102	-2	55555	01001	00000	0	-1	1	1	0	0
103	-1	55555	01001	00000	0	0	1	0	0	1
104	0	55555	01001	00000	0	1	1	0	0	0
105	1	55555	01001	00000	0	2	1	0	0	0
106	2	55555	01001	00000	0	3	1	0	0	0
107	2554	55555	01001	00000	0	2555	1	0	0	0
108	2555	55555	01001	00000	0	2556	1	0	0	0
109	-2554	55555	01001	00000	0	-2553	1	1	0	0
110	-2555	55555	01001	00000	0	-2554	1	1	0	0
111	2147483647	55555	01001	00000	0	-2147483648	1	1	1	0
112	2147483646	55555	01001	00000	0	2147483647	1	0	0	0
113	-2	55555	01010	00000	0	-3	1	1	0	0
114	-1	55555	01010	00000	0	-2	1	1	0	0
115	0	55555	01010	00000	0	-1	1	1	0	0
